,participant,question,choice,task,reward,trial,tier
87370,3012,Q19,The amount of water in living cells varies,0,0,22,0.0
87371,3012,Q20,The ancient scientists believe,0,0,23,0.0
87372,3012,score,11,0,0,24,0.0
87373,3012,absAssess1,14,0,0,25,0.0
87374,3012,relAssess1,54,0,0,26,0.0
87375,3012,diffOther1,8,0,0,27,0.0
87376,3012,diffSelf1,8,0,0,28,0.0
87377,3013,absAssess0,17,0,0,0,0.0
87378,3013,relAssess0,80,0,0,1,0.0
87379,3013,diffOther0,6,0,0,2,0.0
87380,3013,diffSelf0,3,0,0,3,0.0
87381,3013,Q1,mastery of the printed form of language is expected of him or her.,0,0,4,0.0
87382,3013,Q2,man and found,0,0,5,0.0
87383,3013,Q3,"poetry, along with all the other arts, are",0,0,6,0.0
87384,3013,Q4,it difficult to choose,0,0,7,0.0
87385,3013,Q5,to accept responsibility for one's own decisions.,0,0,8,0.0
87386,3013,Q6,are native to shores,0,0,9,0.0
87387,3013,Q7,than a long period of continuous study.,0,0,10,0.0
87388,3013,Q8,those in Crime and Punishment exhibit,0,0,11,0.0
87389,3013,Q9,portrays the feelings of many Spaniards,0,0,12,0.0
87390,3013,Q10,and finally succeeded,0,0,13,0.0
87391,3013,Q11,had lain on the hay beside it's mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
87392,3013,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,0.0
87393,3013,Q13,he was designated by the city council,0,0,16,0.0
87394,3013,Q14,"""Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
87395,3013,Q15,If the room was brighter,0,0,18,0.0
87396,3013,Q16,two students due to the use of their notes.,0,0,19,0.0
87397,3013,Q17,through which exchange of gases occurs,0,0,20,0.0
87398,3013,Q18,who tends to resist any attempt at,0,0,21,0.0
87399,3013,Q19,The amount of water in living cells varies,0,0,22,0.0
87400,3013,Q20,The belief of ancient scientists was,0,0,23,0.0
87401,3013,score,12,0,0,24,0.0
87402,3013,absAssess1,16,0,0,25,0.0
87403,3013,relAssess1,75,0,0,26,0.0
87404,3013,diffOther1,9,0,0,27,0.0
87405,3013,diffSelf1,8,0,0,28,0.0
87406,3014,absAssess0,15,0,0,0,1.0
87407,3014,relAssess0,78,0,0,1,1.0
87408,3014,diffOther0,8,0,0,2,1.0
87409,3014,diffSelf0,8,0,0,3,1.0
87410,3014,Q1,he or she faces expectations of mastering the printed form of language.,0,0,4,1.0
87411,3014,Q2,man and there he was able to find,0,0,5,1.0
87412,3014,Q3,poetry along with all the other arts is,0,0,6,1.0
87413,3014,Q4,making a choice difficult in selecting,0,0,7,1.0
87414,3014,Q5,accepting responsibility for one's own decisions.,0,0,8,1.0
87415,3014,Q6,are native to shores,0,0,9,1.0
87416,3014,Q7,"than studying for a long, continuous period.",0,0,10,1.0
87417,3014,Q8,those in Crime and Punishment exhibits,0,0,11,1.0
87418,3014,Q9,portrays the feelings of many Spaniards,0,0,12,1.0
87419,3014,Q10,and finally succeeded,0,0,13,1.0
87420,3014,Q11,had lain on the hay beside it's mother and had begun to nurse as soon as the boy had set,0,0,14,1.0
87421,3014,Q12,"whether lying alone in the crib or enjoying the company of adults, is constantly fascinated at",0,0,15,1.0
87422,3014,Q13,he was designated by the city council,0,0,16,1.0
87423,3014,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,0,17,1.0
87424,3014,Q15,If the room was brighter,0,0,18,1.0
87425,3014,Q16,two students because they used notes anyway.,0,0,19,1.0
87426,3014,Q17,through which exchange of gases occurs,0,0,20,1.0
87427,3014,Q18,whose tendency to resist any attempt at,0,0,21,1.0
87428,3014,Q19,The amounts of water varies in living cells,0,0,22,1.0
87429,3014,Q20,The belief of ancient scientists were,0,0,23,1.0
87430,3014,score,6,0,0,24,1.0
87431,3014,absAssess1,15,0,0,25,1.0
87432,3014,relAssess1,70,0,0,26,1.0
87433,3014,diffOther1,5,0,0,27,1.0
87434,3014,diffSelf1,6,0,0,28,1.0
87435,3015,absAssess0,10,0,0,0,0.0
87436,3015,relAssess0,22,0,0,1,0.0
87437,3015,diffOther0,10,0,0,2,0.0
87438,3015,diffSelf0,10,0,0,3,0.0
87439,3015,Q1,mastery of the printed form of language is expected of him or her.,0,0,4,0.0
87440,3015,Q2,man and found,0,0,5,0.0
87441,3015,Q3,"poetry, along with all the other arts, is",0,0,6,0.0
87442,3015,Q4,it difficult to choose,0,0,7,0.0
87443,3015,Q5,to accept responsibility for one's own decisions.,0,0,8,0.0
87444,3015,Q6,are native,0,0,9,0.0
87445,3015,Q7,than a long period of continuous study.,0,0,10,0.0
87446,3015,Q8,Crime and Punishment exhibits,0,0,11,0.0
87447,3015,Q9,portrayal of the feelings of many Spaniards,0,0,12,0.0
87448,3015,Q10,that finally was successful,0,0,13,0.0
87449,3015,Q11,had lain on the hay besides its mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
87450,3015,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,0.0
87451,3015,Q13,he was designated by the city council,0,0,16,0.0
87452,3015,Q14,"Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?",0,0,17,0.0
87453,3015,Q15,If the room could have been brighter,0,0,18,0.0
87454,3015,Q16,two students whose notes were used.,0,0,19,0.0
87455,3015,Q17,occurs through the exchange of gases,0,0,20,0.0
87456,3015,Q18,who tends to resist any attempt at,0,0,21,0.0
87457,3015,Q19,The amounts of water varies in living cells,0,0,22,0.0
87458,3015,Q20,The belief of ancient scientists was,0,0,23,0.0
87459,3015,score,7,0,0,24,0.0
87460,3015,absAssess1,4,0,0,25,0.0
87461,3015,relAssess1,12,0,0,26,0.0
87462,3015,diffOther1,10,0,0,27,0.0
87463,3015,diffSelf1,10,0,0,28,0.0
87464,3016,absAssess0,16,0,0,0,0.0
87465,3016,relAssess0,65,0,0,1,0.0
87466,3016,diffOther0,5,0,0,2,0.0
87467,3016,diffSelf0,3,0,0,3,0.0
87468,3016,Q1,he or she faces expectations of mastering the printed form of language.,0,0,4,0.0
87469,3016,Q2,man and had found,0,0,5,0.0
87470,3016,Q3,"poetry, along with all the other arts, are",0,0,6,0.0
87471,3016,Q4,it difficult to choose,0,0,7,0.0
87472,3016,Q5,to accept responsibility for one's own decisions.,0,0,8,0.0
87473,3016,Q6,are native to shores,0,0,9,0.0
87474,3016,Q7,"than a period of long, continuous study.",0,0,10,0.0
87475,3016,Q8,those in Crime and Punishment exhibit,0,0,11,0.0
87476,3016,Q9,feelings,0,0,12,0.0
87477,3016,Q10,and finally succeeded,0,0,13,0.0
87478,3016,Q11,had lain on the hay beside its mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
87479,3016,Q12,"alone or in company, is consistently fascinated at",0,0,15,0.0
87480,3016,Q13,the city council designated him,0,0,16,0.0
87481,3016,Q14,"""Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
87482,3016,Q15,If the room had been brighter,0,0,18,0.0
87483,3016,Q16,two students due to the use of their notes.,0,0,19,0.0
87484,3016,Q17,through which exchange of gases occurs,0,0,20,0.0
87485,3016,Q18,who tends to resist any attempt at,0,0,21,0.0
87486,3016,Q19,The amount of water in living cells varies,0,0,22,0.0
87487,3016,Q20,The belief of ancient scientists was,0,0,23,0.0
87488,3016,score,12,0,0,24,0.0
87489,3016,absAssess1,12,0,0,25,0.0
87490,3016,relAssess1,40,0,0,26,0.0
87491,3016,diffOther1,6,0,0,27,0.0
87492,3016,diffSelf1,7,0,0,28,0.0
87493,3017,absAssess0,15,0,0,0,0.0
87494,3017,relAssess0,70,0,0,1,0.0
87495,3017,diffOther0,7,0,0,2,0.0
87496,3017,diffSelf0,5,0,0,3,0.0
87497,3017,Q1,he or she is expected to master the printed form of language.,0,0,4,0.0
87498,3017,Q2,man and found,0,0,5,0.0
87499,3017,Q3,"poetry, along with all the other arts, is",0,0,6,0.0
87500,3017,Q4,it difficult to choose,0,0,7,0.0
87501,3017,Q5,to accept responsibility for one's own decisions.,0,0,8,0.0
87502,3017,Q6,are native to shores,0,0,9,0.0
87503,3017,Q7,"than studying for a long, continuous period.",0,0,10,0.0
87504,3017,Q8,Crime and Punishment exhibits,0,0,11,0.0
87505,3017,Q9,feelings portrayed by Spaniards,0,0,12,0.0
87506,3017,Q10,and finally succeeded,0,0,13,0.0
87507,3017,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had sat,0,0,14,0.0
87508,3017,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,0.0
87509,3017,Q13,he was designated by the city council,0,0,16,0.0
87510,3017,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
87511,3017,Q15,If the room was brighter,0,0,18,0.0
87512,3017,Q16,two students because of them using notes.,0,0,19,0.0
87513,3017,Q17,through which exchange of gases occurs,0,0,20,0.0
87514,3017,Q18,who tends to resist any attempt at,0,0,21,0.0
87515,3017,Q19,The amount of water in living cells varies,0,0,22,0.0
87516,3017,Q20,The ancient scientists believe,0,0,23,0.0
87517,3017,score,12,0,0,24,0.0
87518,3017,absAssess1,13,0,0,25,0.0
87519,3017,relAssess1,60,0,0,26,0.0
87520,3017,diffOther1,7,0,0,27,0.0
87521,3017,diffSelf1,6,0,0,28,0.0
87522,3018,absAssess0,17,0,0,0,0.0
87523,3018,relAssess0,80,0,0,1,0.0
87524,3018,diffOther0,5,0,0,2,0.0
87525,3018,diffSelf0,2,0,0,3,0.0
87526,3018,Q1,he or she is expected to master the printed form of language.,0,0,4,0.0
87527,3018,Q2,man and found,0,0,5,0.0
87528,3018,Q3,"poetry, along with all the other arts, is",0,0,6,0.0
87529,3018,Q4,it difficult to choose,0,0,7,0.0
87530,3018,Q5,to accept responsibility for one's own decisions.,0,0,8,0.0
87531,3018,Q6,are native to shores,0,0,9,0.0
87532,3018,Q7,"than a period of long, continuous study.",0,0,10,0.0
87533,3018,Q8,those in Crime and Punishment exhibit,0,0,11,0.0
87534,3018,Q9,portrayal of the feelings of many Spaniards,0,0,12,0.0
87535,3018,Q10,and finally succeeded,0,0,13,0.0
87536,3018,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
87537,3018,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,0.0
87538,3018,Q13,the city council designated him,0,0,16,0.0
87539,3018,Q14,"""Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
87540,3018,Q15,If the room had been brighter,0,0,18,0.0
87541,3018,Q16,two students due to the use of their notes.,0,0,19,0.0
87542,3018,Q17,through which exchange of gases occurs,0,0,20,0.0
87543,3018,Q18,who tends to resist any attempt at,0,0,21,0.0
87544,3018,Q19,The amount of water in living cells varies,0,0,22,0.0
87545,3018,Q20,The belief of ancient scientists was,0,0,23,0.0
87546,3018,score,14,0,0,24,0.0
87547,3018,absAssess1,18,0,0,25,0.0
87548,3018,relAssess1,80,0,0,26,0.0
87549,3018,diffOther1,3,0,0,27,0.0
87550,3018,diffSelf1,2,0,0,28,0.0
87551,3019,absAssess0,15,0,0,0,0.0
87552,3019,relAssess0,70,0,0,1,0.0
87553,3019,diffOther0,6,0,0,2,0.0
87554,3019,diffSelf0,3,0,0,3,0.0
87555,3019,Q1,he or she faces expectations of mastering the printed form of language.,0,0,4,0.0
87556,3019,Q2,man and found,0,0,5,0.0
87557,3019,Q3,"poetry, along with all the other arts, are",0,0,6,0.0
87558,3019,Q4,difficulty to choose,0,0,7,0.0
87559,3019,Q5,accepting responsibility for one's own decisions.,0,0,8,0.0
87560,3019,Q6,are native to shores,0,0,9,0.0
87561,3019,Q7,than a long period of continuous study.,0,0,10,0.0
87562,3019,Q8,Crime and Punishment exhibits,0,0,11,0.0
87563,3019,Q9,feelings portrayed by Spaniards,0,0,12,0.0
87564,3019,Q10,and finally succeeded,0,0,13,0.0
87565,3019,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had sat,0,0,14,0.0
87566,3019,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,0.0
87567,3019,Q13,the city council designated him,0,0,16,0.0
87568,3019,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
87569,3019,Q15,If the room could have been brighter,0,0,18,0.0
87570,3019,Q16,two students because they used notes anyway.,0,0,19,0.0
87571,3019,Q17,occurs through the exchange of gases,0,0,20,0.0
87572,3019,Q18,who tends to resist any attempt at,0,0,21,0.0
87573,3019,Q19,The amount of water in living cells varies,0,0,22,0.0
87574,3019,Q20,The belief of ancient scientists were,0,0,23,0.0
87575,3019,score,6,0,0,24,0.0
87576,3019,absAssess1,14,0,0,25,0.0
87577,3019,relAssess1,70,0,0,26,0.0
87578,3019,diffOther1,7,0,0,27,0.0
87579,3019,diffSelf1,3,0,0,28,0.0
87580,3020,absAssess0,18,0,0,0,0.0
87581,3020,relAssess0,90,0,0,1,0.0
87582,3020,diffOther0,7,0,0,2,0.0
87583,3020,diffSelf0,2,0,0,3,0.0
87584,3020,Q1,he or she is expected to master the printed form of language.,0,0,4,0.0
87585,3020,Q2,man and found,0,0,5,0.0
87586,3020,Q3,poetry along with all the other arts is,0,0,6,0.0
87587,3020,Q4,it difficult to choose,0,0,7,0.0
87588,3020,Q5,accepting responsibility for one's own decisions.,0,0,8,0.0
87589,3020,Q6,are native to shores,0,0,9,0.0
87590,3020,Q7,than a long period of continuous study.,0,0,10,0.0
87591,3020,Q8,those in Crime and Punishment exhibit,0,0,11,0.0
87592,3020,Q9,feelings portrayed by Spaniards,0,0,12,0.0
87593,3020,Q10,and finally succeeded,0,0,13,0.0
87594,3020,Q11,had lain on the hay besides its mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
87595,3020,Q12,"whether lying alone in the crib or enjoying the company of adults, is constantly fascinated at",0,0,15,0.0
87596,3020,Q13,the city council designated him,0,0,16,0.0
87597,3020,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
87598,3020,Q15,If the room was brighter,0,0,18,0.0
87599,3020,Q16,two students due to the use of their notes.,0,0,19,0.0
87600,3020,Q17,through which exchange of gas occurs,0,0,20,0.0
87601,3020,Q18,who tend to resist any attempt at,0,0,21,0.0
87602,3020,Q19,The amount of water in living cells varies,0,0,22,0.0
87603,3020,Q20,The belief of ancient scientists was,0,0,23,0.0
87604,3020,score,9,0,0,24,0.0
87605,3020,absAssess1,15,0,0,25,0.0
87606,3020,relAssess1,83,0,0,26,0.0
87607,3020,diffOther1,9,0,0,27,0.0
87608,3020,diffSelf1,5,0,0,28,0.0
87609,3021,absAssess0,19,0,0,0,0.0
87610,3021,relAssess0,80,0,0,1,0.0
87611,3021,diffOther0,6,0,0,2,0.0
87612,3021,diffSelf0,1,0,0,3,0.0
87613,3021,Q1,he or she is expected to master the printed form of language.,0,0,4,0.0
87614,3021,Q2,man and found,0,0,5,0.0
87615,3021,Q3,"poetry, along with all the other arts, is",0,0,6,0.0
87616,3021,Q4,it difficult to choose,0,0,7,0.0
87617,3021,Q5,to accept responsibility for one's own decisions.,0,0,8,0.0
87618,3021,Q6,are native to shores,0,0,9,0.0
87619,3021,Q7,"than studying for a long, continuous period.",0,0,10,0.0
87620,3021,Q8,those in Crime and Punishment exhibit,0,0,11,0.0
87621,3021,Q9,portrayal of the feelings of many Spaniards,0,0,12,0.0
87622,3021,Q10,and finally succeeded,0,0,13,0.0
87623,3021,Q11,had lain on the hay beside its mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
87624,3021,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,0.0
87625,3021,Q13,the city council designated him,0,0,16,0.0
87626,3021,Q14,"""Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
87627,3021,Q15,If the room was brighter,0,0,18,0.0
87628,3021,Q16,two students whose notes were used.,0,0,19,0.0
87629,3021,Q17,through which exchange of gases occurs,0,0,20,0.0
87630,3021,Q18,who tend to resist any attempt at,0,0,21,0.0
87631,3021,Q19,The amount of water in living cells varies,0,0,22,0.0
87632,3021,Q20,The belief of ancient scientists was,0,0,23,0.0
87633,3021,score,16,0,0,24,0.0
87634,3021,absAssess1,15,0,0,25,0.0
87635,3021,relAssess1,60,0,0,26,0.0
87636,3021,diffOther1,10,0,0,27,0.0
87637,3021,diffSelf1,9,0,0,28,0.0
87638,3022,absAssess0,18,0,0,0,0.0
87639,3022,relAssess0,92,0,0,1,0.0
87640,3022,diffOther0,6,0,0,2,0.0
87641,3022,diffSelf0,4,0,0,3,0.0
87642,3022,Q1,he or she is expected to master the printed form of language.,0,0,4,0.0
87643,3022,Q2,man and found,0,0,5,0.0
87644,3022,Q3,poetry and art are,0,0,6,0.0
87645,3022,Q4,it difficult to choose,0,0,7,0.0
87646,3022,Q5,to accept responsibility for one's own decisions.,0,0,8,0.0
87647,3022,Q6,are native to shores,0,0,9,0.0
87648,3022,Q7,"than a long, continuous period of study.",0,0,10,0.0
87649,3022,Q8,those in Crime and Punishment exhibit,0,0,11,0.0
87650,3022,Q9,feelings,0,0,12,0.0
87651,3022,Q10,and finally succeeded,0,0,13,0.0
87652,3022,Q11,had lain on the hay beside it's mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
87653,3022,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,0.0
87654,3022,Q13,the city council designated him,0,0,16,0.0
87655,3022,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
87656,3022,Q15,If the room had been brighter,0,0,18,0.0
87657,3022,Q16,two students because they used notes anyway.,0,0,19,0.0
87658,3022,Q17,through which gas is exchanged,0,0,20,0.0
87659,3022,Q18,who tend to resist any attempt at,0,0,21,0.0
87660,3022,Q19,The amounts of water varies in living cells,0,0,22,0.0
87661,3022,Q20,The ancient scientists beliefs were,0,0,23,0.0
87662,3022,score,12,0,0,24,0.0
87663,3022,absAssess1,15,0,0,25,0.0
87664,3022,relAssess1,75,0,0,26,0.0
87665,3022,diffOther1,6,0,0,27,0.0
87666,3022,diffSelf1,4,0,0,28,0.0
87667,3023,absAssess0,19,0,0,0,1.0
87668,3023,relAssess0,85,0,0,1,1.0
87669,3023,diffOther0,5,0,0,2,1.0
87670,3023,diffSelf0,1,0,0,3,1.0
87671,3023,Q1,he or she faces expectations of mastering the printed form of language.,0,0,4,1.0
87672,3023,Q2,man and found,0,0,5,1.0
87673,3023,Q3,"poetry, along with all the other arts, is",0,0,6,1.0
87674,3023,Q4,it difficult to choose,0,0,7,1.0
87675,3023,Q5,to accept responsibility for one's own decisions.,0,0,8,1.0
87676,3023,Q6,are native to shores,0,0,9,1.0
87677,3023,Q7,"than studying for a long, continuous period.",0,0,10,1.0
87678,3023,Q8,those in Crime and Punishment exhibit,0,0,11,1.0
87679,3023,Q9,portrayal of the feelings of many Spaniards,0,0,12,1.0
87680,3023,Q10,and finally succeeded,0,0,13,1.0
87681,3023,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,0,14,1.0
87682,3023,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,1.0
87683,3023,Q13,the city council designated him,0,0,16,1.0
87684,3023,Q14,"""Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,0,17,1.0
87685,3023,Q15,If the room had been brighter,0,0,18,1.0
87686,3023,Q16,two students because they used notes anyway.,0,0,19,1.0
87687,3023,Q17,through which exchange of gases occurs,0,0,20,1.0
87688,3023,Q18,who tends to resist any attempt at,0,0,21,1.0
87689,3023,Q19,The amount of water in living cells varies,0,0,22,1.0
87690,3023,Q20,The belief of ancient scientists was,0,0,23,1.0
87691,3023,score,15,0,0,24,1.0
87692,3023,absAssess1,18,0,0,25,1.0
87693,3023,relAssess1,75,0,0,26,1.0
87694,3023,diffOther1,5,0,0,27,1.0
87695,3023,diffSelf1,1,0,0,28,1.0
87696,3024,absAssess0,20,0,0,0,0.0
87697,3024,relAssess0,91,0,0,1,0.0
87698,3024,diffOther0,6,0,0,2,0.0
87699,3024,diffSelf0,1,0,0,3,0.0
87700,3024,Q1,he or she is expected to master the printed form of language.,0,0,4,0.0
87701,3024,Q2,man and found,0,0,5,0.0
87702,3024,Q3,"poetry, along with all the other arts, is",0,0,6,0.0
87703,3024,Q4,it difficult to choose,0,0,7,0.0
87704,3024,Q5,to accept responsibility for one's own decisions.,0,0,8,0.0
87705,3024,Q6,are native to shores,0,0,9,0.0
87706,3024,Q7,"than a period of long, continuous study.",0,0,10,0.0
87707,3024,Q8,those in Crime and Punishment exhibit,0,0,11,0.0
87708,3024,Q9,feelings portrayed by Spaniards,0,0,12,0.0
87709,3024,Q10,and finally succeeded,0,0,13,0.0
87710,3024,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
87711,3024,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,0.0
87712,3024,Q13,the city council designated him,0,0,16,0.0
87713,3024,Q14,"Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?",0,0,17,0.0
87714,3024,Q15,If the room had been brighter,0,0,18,0.0
87715,3024,Q16,two students because they used notes anyway.,0,0,19,0.0
87716,3024,Q17,through which exchange of gas occurs,0,0,20,0.0
87717,3024,Q18,who tends to resist any attempt at,0,0,21,0.0
87718,3024,Q19,The amount of water in living cells varies,0,0,22,0.0
87719,3024,Q20,The belief of ancient scientists was,0,0,23,0.0
87720,3024,score,13,0,0,24,0.0
87721,3024,absAssess1,18,0,0,25,0.0
87722,3024,relAssess1,89,0,0,26,0.0
87723,3024,diffOther1,8,0,0,27,0.0
87724,3024,diffSelf1,3,0,0,28,0.0
87725,3025,absAssess0,10,0,0,0,0.0
87726,3025,relAssess0,50,0,0,1,0.0
87727,3025,diffOther0,5,0,0,2,0.0
87728,3025,diffSelf0,5,0,0,3,0.0
87729,3025,Q1,he or she is expected to master the printed form of language.,0,0,4,0.0
87730,3025,Q2,man and found,0,0,5,0.0
87731,3025,Q3,"poetry, along with all the other arts, is",0,0,6,0.0
87732,3025,Q4,it difficult to choose,0,0,7,0.0
87733,3025,Q5,to accept responsibility for one's own decisions.,0,0,8,0.0
87734,3025,Q6,are native to shores,0,0,9,0.0
87735,3025,Q7,"than studying for a long, continuous period.",0,0,10,0.0
87736,3025,Q8,those in Crime and Punishment exhibit,0,0,11,0.0
87737,3025,Q9,feelings,0,0,12,0.0
87738,3025,Q10,and finally succeeded,0,0,13,0.0
87739,3025,Q11,had lain on the hay beside its mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
87740,3025,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,0.0
87741,3025,Q13,the city council designated him,0,0,16,0.0
87742,3025,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
87743,3025,Q15,If the room had been brighter,0,0,18,0.0
87744,3025,Q16,two students because they used notes anyway.,0,0,19,0.0
87745,3025,Q17,through which exchange of gases occurs,0,0,20,0.0
87746,3025,Q18,who tends to resist any attempt at,0,0,21,0.0
87747,3025,Q19,The amount of water in living cells varies,0,0,22,0.0
87748,3025,Q20,The belief of ancient scientists was,0,0,23,0.0
87749,3025,score,17,0,0,24,0.0
87750,3025,absAssess1,15,0,0,25,0.0
87751,3025,relAssess1,50,0,0,26,0.0
87752,3025,diffOther1,5,0,0,27,0.0
87753,3025,diffSelf1,5,0,0,28,0.0
87754,3026,absAssess0,18,0,0,0,0.0
87755,3026,relAssess0,80,0,0,1,0.0
87756,3026,diffOther0,4,0,0,2,0.0
87757,3026,diffSelf0,2,0,0,3,0.0
87758,3026,Q1,he or she is expected to master the printed form of language.,0,0,4,0.0
87759,3026,Q2,man and found,0,0,5,0.0
87760,3026,Q3,"poetry, along with all the other arts, is",0,0,6,0.0
87761,3026,Q4,it difficult to choose,0,0,7,0.0
87762,3026,Q5,to accept responsibility for one's own decisions.,0,0,8,0.0
87763,3026,Q6,are native to shores,0,0,9,0.0
87764,3026,Q7,than a long period of continuous study.,0,0,10,0.0
87765,3026,Q8,those in Crime and Punishment exhibit,0,0,11,0.0
87766,3026,Q9,portrayal of the feelings of many Spaniards,0,0,12,0.0
87767,3026,Q10,and finally succeeded,0,0,13,0.0
87768,3026,Q11,had lain on the hay beside its mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
87769,3026,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,0.0
87770,3026,Q13,he was designated by the city council,0,0,16,0.0
87771,3026,Q14,"""Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
87772,3026,Q15,If the room had been brighter,0,0,18,0.0
87773,3026,Q16,two students due to the use of their notes.,0,0,19,0.0
87774,3026,Q17,through which exchange of gases occurs,0,0,20,0.0
87775,3026,Q18,who tends to resist any attempt at,0,0,21,0.0
87776,3026,Q19,The amount of water in living cells varies,0,0,22,0.0
87777,3026,Q20,The belief of ancient scientists was,0,0,23,0.0
87778,3026,score,16,0,0,24,0.0
87779,3026,absAssess1,10,0,0,25,0.0
87780,3026,relAssess1,50,0,0,26,0.0
87781,3026,diffOther1,8,0,0,27,0.0
87782,3026,diffSelf1,8,0,0,28,0.0
87783,3027,absAssess0,18,0,0,0,0.0
87784,3027,relAssess0,96,0,0,1,0.0
87785,3027,diffOther0,4,0,0,2,0.0
87786,3027,diffSelf0,2,0,0,3,0.0
87787,3027,Q1,he or she faces expectations of mastering the printed form of language.,0,0,4,0.0
87788,3027,Q2,man and found,0,0,5,0.0
87789,3027,Q3,"poetry, along with all the other arts, is",0,0,6,0.0
87790,3027,Q4,it difficult to choose,0,0,7,0.0
87791,3027,Q5,to accept responsibility for one's own decisions.,0,0,8,0.0
87792,3027,Q6,are native to shores,0,0,9,0.0
87793,3027,Q7,"than studying for a long, continuous period.",0,0,10,0.0
87794,3027,Q8,those in Crime and Punishment exhibit,0,0,11,0.0
87795,3027,Q9,feelings,0,0,12,0.0
87796,3027,Q10,and finally succeeded,0,0,13,0.0
87797,3027,Q11,had lain on the hay beside its mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
87798,3027,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,0.0
87799,3027,Q13,the city council designated him,0,0,16,0.0
87800,3027,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
87801,3027,Q15,If the room had been brighter,0,0,18,0.0
87802,3027,Q16,two students due to the use of their notes.,0,0,19,0.0
87803,3027,Q17,through which gas is exchanged,0,0,20,0.0
87804,3027,Q18,who tends to resist any attempt at,0,0,21,0.0
87805,3027,Q19,The amount of water in living cells varies,0,0,22,0.0
87806,3027,Q20,The belief of ancient scientists was,0,0,23,0.0
87807,3027,score,14,0,0,24,0.0
87808,3027,absAssess1,15,0,0,25,0.0
87809,3027,relAssess1,81,0,0,26,0.0
87810,3027,diffOther1,4,0,0,27,0.0
87811,3027,diffSelf1,4,0,0,28,0.0
87812,3028,absAssess0,18,0,0,0,0.0
87813,3028,relAssess0,76,0,0,1,0.0
87814,3028,diffOther0,4,0,0,2,0.0
87815,3028,diffSelf0,1,0,0,3,0.0
87816,3028,Q1,he or she is expected to master the printed form of language.,0,0,4,0.0
